filename,width,height,class,xmin,ymin,xmax,ymax
american_bulldog_118.jpg,375,500,american_bulldog,134,207,328,393
american_bulldog_119.jpg,334,500,american_bulldog,133,80,256,188
american_bulldog_12.jpg,500,333,american_bulldog,183,60,401,256
american_bulldog_120.jpg,500,334,american_bulldog,105,63,257,194
american_bulldog_121.jpg,500,333,american_bulldog,306,101,415,168
american_bulldog_122.jpg,500,333,american_bulldog,168,19,331,162
american_bulldog_123.jpg,332,500,american_bulldog,140,132,230,208
american_bulldog_124.jpg,375,500,american_bulldog,111,77,312,277
american_bulldog_125.jpg,500,465,american_bulldog,82,11,359,234
american_bulldog_126.jpg,353,500,american_bulldog,123,8,279,153
american_bulldog_127.jpg,500,334,american_bulldog,154,113,258,214
american_bulldog_128.jpg,500,281,american_bulldog,153,37,269,153
american_bulldog_129.jpg,382,500,american_bulldog,164,32,351,186
american_bulldog_13.jpg,500,333,american_bulldog,1,1,367,303
american_bulldog_130.jpg,420,500,american_bulldog,31,12,372,295
american_bulldog_131.jpg,500,376,american_bulldog,84,104,322,320
american_bulldog_132.jpg,375,500,american_bulldog,20,78,375,379
american_bulldog_133.jpg,500,334,american_bulldog,213,27,394,209
american_bulldog_134.jpg,500,334,american_bulldog,167,30,322,167
american_bulldog_135.jpg,500,334,american_bulldog,284,58,363,128
american_bulldog_136.jpg,333,500,american_bulldog,57,142,230,340
american_bulldog_137.jpg,500,333,american_bulldog,225,80,315,170
american_bulldog_138.jpg,333,500,american_bulldog,66,189,224,315
american_bulldog_139.jpg,334,500,american_bulldog,125,142,218,232
american_bulldog_14.jpg,500,376,american_bulldog,92,22,369,343
american_bulldog_140.jpg,500,333,american_bulldog,29,1,451,310
american_bulldog_141.jpg,333,500,american_bulldog,27,87,267,287
american_bulldog_142.jpg,333,500,american_bulldog,84,34,320,246
american_bulldog_143.jpg,500,333,american_bulldog,223,24,485,250
american_bulldog_144.jpg,500,375,american_bulldog,147,44,332,221
american_pit_bull_terrier_10.jpg,500,368,american_pit_bull_terrier,307,80,409,157
american_pit_bull_terrier_100.jpg,333,500,american_pit_bull_terrier,208,130,315,204
american_pit_bull_terrier_101.jpg,397,500,american_pit_bull_terrier,119,157,276,309
american_pit_bull_terrier_102.jpg,350,383,american_pit_bull_terrier,110,26,338,295
american_pit_bull_terrier_103.jpg,500,333,american_pit_bull_terrier,25,16,347,333
american_pit_bull_terrier_104.jpg,500,333,american_pit_bull_terrier,187,24,469,317
american_pit_bull_terrier_105.jpg,333,500,american_pit_bull_terrier,126,100,246,247
american_pit_bull_terrier_106.jpg,333,500,american_pit_bull_terrier,30,24,239,177
american_pit_bull_terrier_107.jpg,333,500,american_pit_bull_terrier,77,22,332,299
american_pit_bull_terrier_108.jpg,500,333,american_pit_bull_terrier,218,83,287,152
american_pit_bull_terrier_109.jpg,246,300,american_pit_bull_terrier,51,22,162,145
american_pit_bull_terrier_11.jpg,375,500,american_pit_bull_terrier,159,34,320,169
american_pit_bull_terrier_110.jpg,263,300,american_pit_bull_terrier,95,54,193,155
american_pit_bull_terrier_111.jpg,300,225,american_pit_bull_terrier,78,32,231,166
american_pit_bull_terrier_112.jpg,300,225,american_pit_bull_terrier,92,26,224,159
american_pit_bull_terrier_113.jpg,164,300,american_pit_bull_terrier,15,1,155,102
american_pit_bull_terrier_114.jpg,300,246,american_pit_bull_terrier,33,34,177,178
american_pit_bull_terrier_115.jpg,191,300,american_pit_bull_terrier,29,10,114,140
american_pit_bull_terrier_116.jpg,300,199,american_pit_bull_terrier,130,62,194,110
american_pit_bull_terrier_117.jpg,300,199,american_pit_bull_terrier,55,17,248,189
american_pit_bull_terrier_118.jpg,300,199,american_pit_bull_terrier,73,34,218,143
american_pit_bull_terrier_119.jpg,300,225,american_pit_bull_terrier,67,63,181,164
american_pit_bull_terrier_12.jpg,342,500,american_pit_bull_terrier,99,59,284,201
american_pit_bull_terrier_120.jpg,300,292,american_pit_bull_terrier,73,22,149,105
american_pit_bull_terrier_121.jpg,299,300,american_pit_bull_terrier,80,63,197,151
american_pit_bull_terrier_122.jpg,300,246,american_pit_bull_terrier,83,41,237,148
american_pit_bull_terrier_123.jpg,243,300,american_pit_bull_terrier,58,37,133,112
american_pit_bull_terrier_124.jpg,225,300,american_pit_bull_terrier,46,25,194,169
american_pit_bull_terrier_125.jpg,300,225,american_pit_bull_terrier,4,12,156,139
american_pit_bull_terrier_126.jpg,119,200,american_pit_bull_terrier,6,38,90,100
american_pit_bull_terrier_127.jpg,300,225,american_pit_bull_terrier,119,1,235,159
american_pit_bull_terrier_128.jpg,202,300,american_pit_bull_terrier,59,70,154,153
american_pit_bull_terrier_129.jpg,214,300,american_pit_bull_terrier,67,19,167,97
american_pit_bull_terrier_13.jpg,375,500,american_pit_bull_terrier,103,53,309,226
american_pit_bull_terrier_130.jpg,237,300,american_pit_bull_terrier,12,1,174,157
american_pit_bull_terrier_131.jpg,300,257,american_pit_bull_terrier,89,25,209,133
american_pit_bull_terrier_132.jpg,228,300,american_pit_bull_terrier,55,7,162,118
american_pit_bull_terrier_133.jpg,230,300,american_pit_bull_terrier,56,10,208,164
american_pit_bull_terrier_134.jpg,300,252,american_pit_bull_terrier,46,22,133,107
american_pit_bull_terrier_135.jpg,300,225,american_pit_bull_terrier,96,39,162,125
american_pit_bull_terrier_136.jpg,300,225,american_pit_bull_terrier,103,55,220,146
american_pit_bull_terrier_137.jpg,300,225,american_pit_bull_terrier,129,81,210,161
american_pit_bull_terrier_138.jpg,237,300,american_pit_bull_terrier,101,65,215,156
american_pit_bull_terrier_139.jpg,300,219,american_pit_bull_terrier,62,32,118,88
american_pit_bull_terrier_14.jpg,500,475,american_pit_bull_terrier,257,30,444,310
american_pit_bull_terrier_140.jpg,300,291,american_pit_bull_terrier,188,16,289,185
american_pit_bull_terrier_141.jpg,225,300,american_pit_bull_terrier,25,35,182,186
american_pit_bull_terrier_142.jpg,300,222,american_pit_bull_terrier,182,81,236,148
american_pit_bull_terrier_143.jpg,290,300,american_pit_bull_terrier,85,25,188,153
american_pit_bull_terrier_144.jpg,300,174,american_pit_bull_terrier,156,20,228,81
basset_hound_10.jpg,500,375,basset_hound,99,64,397,314
basset_hound_100.jpg,500,357,basset_hound,199,184,289,314
basset_hound_101.jpg,500,343,basset_hound,82,94,238,262
basset_hound_102.jpg,500,332,basset_hound,1,1,450,332
basset_hound_103.jpg,500,327,basset_hound,244,76,370,179
basset_hound_104.jpg,500,327,basset_hound,189,79,289,173
basset_hound_105.jpg,375,500,basset_hound,46,15,304,366
basset_hound_106.jpg,500,357,basset_hound,203,118,292,217
basset_hound_107.jpg,375,500,basset_hound,144,1,349,292
basset_hound_108.jpg,380,500,basset_hound,157,30,357,345
basset_hound_109.jpg,375,500,basset_hound,45,70,249,259
basset_hound_11.jpg,375,500,basset_hound,77,43,276,269
basset_hound_110.jpg,333,500,basset_hound,58,38,310,317
basset_hound_111.jpg,500,332,basset_hound,193,122,303,255
basset_hound_112.jpg,374,500,basset_hound,129,146,314,321
basset_hound_113.jpg,500,332,basset_hound,204,81,380,296
basset_hound_114.jpg,500,332,basset_hound,226,102,389,279
basset_hound_115.jpg,500,332,basset_hound,176,28,346,252
basset_hound_116.jpg,500,375,basset_hound,239,94,353,236
basset_hound_117.jpg,500,333,basset_hound,237,31,479,294
basset_hound_118.jpg,500,332,basset_hound,106,11,406,331
basset_hound_119.jpg,500,375,basset_hound,33,11,250,232
basset_hound_12.jpg,375,500,basset_hound,131,80,314,338
basset_hound_120.jpg,500,332,basset_hound,60,24,254,261
basset_hound_121.jpg,500,332,basset_hound,107,41,300,278
basset_hound_122.jpg,333,500,basset_hound,88,150,228,348
basset_hound_123.jpg,500,333,basset_hound,166,37,323,256
basset_hound_124.jpg,500,333,basset_hound,195,5,389,197
basset_hound_125.jpg,500,333,basset_hound,200,25,378,258
basset_hound_126.jpg,500,333,basset_hound,181,42,389,220
basset_hound_127.jpg,500,375,basset_hound,90,3,397,374
basset_hound_128.jpg,333,500,basset_hound,8,1,330,376
basset_hound_129.jpg,333,500,basset_hound,12,6,332,469
basset_hound_13.jpg,375,500,basset_hound,139,1,374,342
basset_hound_130.jpg,500,375,basset_hound,37,1,397,375
basset_hound_131.jpg,500,375,basset_hound,138,65,285,368
basset_hound_132.jpg,375,500,basset_hound,9,1,329,449
basset_hound_133.jpg,500,393,basset_hound,1,6,494,393
basset_hound_134.jpg,500,375,basset_hound,97,12,500,244
basset_hound_135.jpg,500,299,basset_hound,300,100,477,271
basset_hound_136.jpg,500,375,basset_hound,37,71,414,283
basset_hound_137.jpg,500,375,basset_hound,10,247,155,334
basset_hound_138.jpg,400,500,basset_hound,41,295,124,425
basset_hound_139.jpg,500,335,basset_hound,90,66,233,219
basset_hound_14.jpg,500,333,basset_hound,74,12,477,263
basset_hound_140.jpg,500,333,basset_hound,312,129,394,214
basset_hound_141.jpg,500,333,basset_hound,78,19,382,288
basset_hound_142.jpg,500,333,basset_hound,211,20,406,236
basset_hound_143.jpg,500,333,basset_hound,180,84,305,194
basset_hound_144.jpg,500,333,basset_hound,93,130,210,242
beagle_10.jpg,500,334,beagle,149,51,388,280
beagle_100.jpg,333,500,beagle,3,1,297,289
beagle_101.jpg,500,334,beagle,187,64,319,178
beagle_102.jpg,333,500,beagle,90,99,242,206
beagle_103.jpg,500,334,beagle,150,62,317,225
beagle_104.jpg,500,333,beagle,46,33,181,157
beagle_105.jpg,500,395,beagle,318,119,445,258
beagle_107.jpg,500,361,beagle,148,86,336,238
beagle_108.jpg,333,500,beagle,45,81,280,257
beagle_109.jpg,500,329,beagle,93,24,312,171
beagle_110.jpg,437,500,beagle,71,34,338,269
beagle_111.jpg,500,333,beagle,183,59,439,258
beagle_112.jpg,333,500,beagle,24,227,232,392
beagle_113.jpg,333,500,beagle,15,118,275,395
beagle_114.jpg,424,500,beagle,153,55,358,274
beagle_115.jpg,500,343,beagle,104,134,240,271
beagle_117.jpg,500,332,beagle,181,57,346,180
beagle_118.jpg,500,336,beagle,188,121,253,174
beagle_119.jpg,456,500,beagle,164,165,305,283
beagle_12.jpg,500,333,beagle,44,1,317,270
beagle_120.jpg,333,500,beagle,78,76,301,281
beagle_121.jpg,500,375,beagle,47,150,276,303
beagle_122.jpg,500,333,beagle,122,53,237,146
beagle_123.jpg,500,375,beagle,216,176,274,223
beagle_124.jpg,500,333,beagle,229,29,467,254
beagle_125.jpg,500,333,beagle,155,125,256,226
beagle_126.jpg,352,500,beagle,37,114,326,370
beagle_127.jpg,329,500,beagle,101,10,315,267
beagle_128.jpg,500,333,beagle,124,47,310,220
beagle_129.jpg,332,500,beagle,96,128,283,266
beagle_13.jpg,500,375,beagle,179,69,315,199
beagle_130.jpg,500,375,beagle,65,185,188,284
beagle_131.jpg,500,375,beagle,1,52,391,256
beagle_133.jpg,500,375,beagle,1,54,376,261
beagle_134.jpg,500,334,beagle,127,82,294,223
beagle_135.jpg,360,240,beagle,183,29,313,139
beagle_136.jpg,500,375,beagle,97,89,469,351
beagle_137.jpg,500,375,beagle,296,139,400,215
beagle_138.jpg,500,375,beagle,155,1,367,183
beagle_139.jpg,375,500,beagle,77,76,262,233
beagle_14.jpg,334,500,beagle,1,37,334,421
beagle_140.jpg,500,375,beagle,110,71,258,174
beagle_141.jpg,334,500,beagle,106,157,208,255
beagle_142.jpg,500,334,beagle,217,91,318,176
beagle_143.jpg,500,500,beagle,35,42,455,388
beagle_144.jpg,500,375,beagle,150,16,500,325
beagle_145.jpg,334,500,beagle,180,257,237,314
beagle_146.jpg,500,281,beagle,1,1,306,281
beagle_147.jpg,500,335,beagle,156,152,201,203
beagle_148.jpg,500,333,beagle,82,8,316,192
Bengal_10.jpg,500,375,bengal,315,60,446,219
Bengal_100.jpg,500,333,bengal,180,19,334,181
Bengal_101.jpg,500,455,bengal,358,101,498,241
Bengal_102.jpg,334,500,bengal,67,18,185,166
Bengal_103.jpg,500,371,bengal,177,9,361,240
Bengal_104.jpg,500,463,bengal,95,20,279,244
Bengal_106.jpg,500,320,bengal,242,61,335,179
Bengal_107.jpg,500,335,bengal,254,39,350,140
Bengal_108.jpg,500,375,bengal,108,29,262,215
Bengal_109.jpg,500,334,bengal,231,12,401,187
Bengal_11.jpg,500,336,bengal,69,74,188,186
Bengal_110.jpg,500,332,bengal,178,21,344,233
Bengal_112.jpg,500,436,bengal,72,20,201,162
Bengal_113.jpg,500,500,bengal,238,21,348,137
Bengal_114.jpg,500,375,bengal,21,32,201,222
Bengal_115.jpg,333,500,bengal,146,16,284,153
Bengal_116.jpg,500,230,bengal,16,26,132,150
Bengal_117.jpg,500,332,bengal,195,34,285,129
Bengal_118.jpg,375,500,bengal,95,112,167,156
Bengal_119.jpg,356,500,bengal,127,38,298,229
Bengal_12.jpg,500,335,bengal,28,34,210,239
Bengal_120.jpg,500,375,bengal,141,124,241,217
Bengal_121.jpg,500,375,bengal,251,53,450,196
Bengal_122.jpg,500,333,bengal,34,46,189,219
Bengal_123.jpg,500,335,bengal,220,139,286,226
Bengal_124.jpg,500,371,bengal,52,47,147,153
Bengal_125.jpg,500,332,bengal,256,27,357,144
Bengal_126.jpg,500,374,bengal,77,94,190,187
Bengal_127.jpg,500,372,bengal,115,14,204,122
Bengal_128.jpg,500,334,bengal,333,100,499,277
Bengal_129.jpg,500,281,bengal,1,67,281,281
Bengal_13.jpg,500,256,bengal,87,109,130,164
Bengal_130.jpg,500,375,bengal,350,37,473,164
Bengal_131.jpg,300,202,bengal,96,22,135,66
Bengal_132.jpg,300,300,bengal,20,8,90,87
Bengal_133.jpg,300,200,bengal,46,59,107,111
Bengal_134.jpg,300,225,bengal,104,19,240,165
Bengal_135.jpg,300,145,bengal,18,17,71,80
Bengal_136.jpg,300,200,bengal,154,48,206,97
Bengal_137.jpg,300,225,bengal,145,24,247,132
Bengal_138.jpg,300,297,bengal,47,1,222,191
Bengal_139.jpg,300,225,bengal,35,1,203,164
Bengal_14.jpg,500,333,bengal,121,28,349,281
Bengal_140.jpg,300,163,bengal,31,10,87,65
Bengal_141.jpg,300,263,bengal,15,145,74,206
Bengal_142.jpg,300,225,bengal,168,26,272,124
Bengal_143.jpg,300,225,bengal,70,1,228,143
Bengal_144.jpg,300,225,bengal,82,32,139,91
Bengal_145.jpg,300,225,bengal,129,52,191,119
Bengal_146.jpg,200,200,bengal,20,30,161,172
Birman_10.jpg,500,330,birman,45,103,194,225
Birman_100.jpg,500,334,birman,88,1,305,211
Birman_101.jpg,500,375,birman,169,74,333,212
Birman_102.jpg,332,500,birman,115,81,252,219
Birman_103.jpg,500,335,birman,135,33,331,217
Birman_104.jpg,357,500,birman,138,73,225,176
Birman_105.jpg,500,333,birman,222,41,346,171
Birman_106.jpg,500,375,birman,226,6,335,118
Birman_107.jpg,500,334,birman,145,35,376,252
Birman_108.jpg,500,393,birman,190,23,422,248
Birman_109.jpg,355,500,birman,23,85,353,414
Birman_11.jpg,500,375,birman,193,41,317,146
Birman_110.jpg,500,375,birman,219,26,426,225
Birman_111.jpg,500,333,birman,129,27,359,248
Birman_112.jpg,500,375,birman,137,19,479,331
Birman_113.jpg,500,376,birman,108,41,289,194
Birman_114.jpg,500,376,birman,68,2,423,342
Birman_115.jpg,500,358,birman,64,68,214,224
Birman_116.jpg,333,500,birman,145,127,296,289
Birman_117.jpg,500,383,birman,129,7,410,273
Birman_118.jpg,375,500,birman,49,35,317,320
Birman_119.jpg,500,375,birman,152,80,338,246
Birman_12.jpg,500,334,birman,125,71,354,280
Birman_120.jpg,500,375,birman,80,47,368,290
Birman_121.jpg,500,333,birman,158,13,413,241
Birman_122.jpg,500,334,birman,144,27,352,232
Birman_123.jpg,500,333,birman,191,53,405,226
Birman_124.jpg,500,333,birman,251,1,459,210
Birman_125.jpg,334,500,birman,1,1,253,283
Birman_126.jpg,334,500,birman,78,135,180,239
Birman_127.jpg,500,375,birman,229,17,471,259
Birman_128.jpg,500,375,birman,224,103,366,234
Birman_129.jpg,500,375,birman,185,84,315,236
Birman_13.jpg,500,333,birman,231,1,411,162
Birman_130.jpg,500,344,birman,75,23,228,171
Birman_131.jpg,500,332,birman,157,46,311,206
Birman_132.jpg,500,343,birman,225,8,402,217
Birman_133.jpg,500,375,birman,156,158,226,228
Birman_134.jpg,375,500,birman,103,238,267,425
Birman_135.jpg,375,500,birman,64,61,257,239
Birman_136.jpg,500,379,birman,303,40,398,126
Birman_137.jpg,500,333,birman,220,185,273,239
Birman_138.jpg,332,500,birman,38,1,284,232
Birman_139.jpg,362,500,birman,84,1,242,182
Birman_14.jpg,375,500,birman,82,134,236,299
Birman_140.jpg,500,333,birman,46,67,232,226
Birman_141.jpg,500,333,birman,308,92,406,202
Birman_142.jpg,500,333,birman,233,62,435,249
Birman_143.jpg,500,333,birman,172,80,381,267
Birman_144.jpg,500,375,birman,252,27,386,145
Bombay_1.jpg,183,275,bombay,93,43,151,99
Bombay_10.jpg,500,375,bombay,150,1,348,222
Bombay_100.jpg,300,284,bombay,29,6,245,209
Bombay_101.jpg,450,320,bombay,179,8,317,150
Bombay_102.jpg,300,225,bombay,190,27,245,91
Bombay_103.jpg,114,143,bombay,60,2,109,54
Bombay_104.jpg,167,250,bombay,11,17,94,99
Bombay_105.jpg,750,498,bombay,262,30,516,295
Bombay_106.jpg,167,250,bombay,33,32,106,118
Bombay_107.jpg,300,225,bombay,84,17,225,160
Bombay_108.jpg,400,267,bombay,230,21,300,94
Bombay_109.jpg,292,208,bombay,197,19,276,96
Bombay_11.jpg,300,284,bombay,29,5,246,211
Bombay_110.jpg,750,1125,bombay,384,230,610,470
Bombay_111.jpg,604,453,bombay,221,82,467,280
Bombay_112.jpg,190,168,bombay,126,32,175,86
Bombay_113.jpg,473,568,bombay,20,10,176,169
Bombay_114.jpg,500,330,bombay,114,70,199,151
Bombay_115.jpg,600,428,bombay,44,87,234,335
Bombay_116.jpg,205,320,bombay,4,40,111,154
Bombay_117.jpg,300,225,bombay,76,28,157,112
Bombay_118.jpg,300,157,bombay,23,11,92,82
Bombay_119.jpg,375,500,bombay,85,24,327,243
Bombay_12.jpg,500,417,bombay,131,60,430,315
Bombay_120.jpg,140,134,bombay,11,11,95,96
Bombay_121.jpg,300,209,bombay,158,40,240,135
Bombay_122.jpg,500,375,bombay,27,152,94,209
Bombay_123.jpg,360,269,bombay,181,62,348,212
Bombay_125.jpg,448,300,bombay,159,7,330,194
Bombay_126.jpg,297,225,bombay,31,59,135,151
Bombay_127.jpg,234,350,bombay,51,79,215,228
Bombay_128.jpg,600,870,bombay,82,136,234,318
Bombay_129.jpg,438,590,bombay,176,33,367,262
Bombay_13.jpg,320,240,bombay,209,52,317,158
Bombay_130.jpg,310,271,bombay,170,16,248,87
Bombay_131.jpg,300,293,bombay,79,14,244,211
Bombay_132.jpg,600,450,bombay,167,36,449,322
Bombay_133.jpg,360,305,bombay,58,13,162,134
Bombay_134.jpg,290,344,bombay,128,42,209,132
Bombay_135.jpg,577,384,bombay,299,48,367,124
Bombay_136.jpg,200,182,bombay,72,3,154,98
Bombay_137.jpg,500,375,bombay,189,62,324,203
Bombay_138.jpg,909,600,bombay,240,55,659,473
Bombay_139.jpg,450,297,bombay,102,62,180,135
Bombay_14.jpg,200,172,bombay,104,9,138,46
Bombay_140.jpg,1725,1600,bombay,608,73,1398,886
Bombay_141.jpg,333,500,bombay,58,103,333,369
Bombay_143.jpg,500,385,bombay,175,54,404,288
Bombay_144.jpg,321,250,bombay,226,1,303,87
Bombay_145.jpg,500,337,bombay,297,24,478,185
boxer_10.jpg,500,375,boxer,135,41,373,311
boxer_100.jpg,500,332,boxer,63,52,213,170
boxer_101.jpg,446,500,boxer,6,12,442,450
boxer_102.jpg,500,375,boxer,90,24,414,326
boxer_103.jpg,500,375,boxer,157,88,319,251
boxer_104.jpg,500,375,boxer,190,47,320,158
boxer_105.jpg,500,375,boxer,230,112,371,229
boxer_106.jpg,500,375,boxer,183,56,279,143
boxer_107.jpg,417,500,boxer,1,15,395,417
boxer_108.jpg,375,500,boxer,92,62,363,295
boxer_109.jpg,375,500,boxer,85,48,288,239
boxer_11.jpg,375,500,boxer,1,65,371,435
boxer_110.jpg,375,500,boxer,68,32,316,258
boxer_111.jpg,500,333,boxer,116,1,321,239
boxer_112.jpg,500,333,boxer,206,49,365,201
boxer_113.jpg,332,500,boxer,18,76,264,311
boxer_114.jpg,354,500,boxer,47,49,240,229
boxer_115.jpg,500,375,boxer,127,66,391,297
boxer_116.jpg,500,346,boxer,186,68,281,139
boxer_117.jpg,500,333,boxer,205,25,318,113
boxer_118.jpg,500,375,boxer,145,105,196,169
boxer_119.jpg,500,333,boxer,211,131,276,195
boxer_12.jpg,500,375,boxer,1,9,389,327
boxer_120.jpg,500,333,boxer,249,135,302,198
boxer_121.jpg,500,333,boxer,248,143,276,165
boxer_122.jpg,500,333,boxer,273,142,309,185
boxer_123.jpg,500,333,boxer,205,185,241,231
boxer_124.jpg,500,333,boxer,232,161,259,189
boxer_125.jpg,500,333,boxer,256,110,340,193
boxer_126.jpg,500,309,boxer,169,6,377,212
boxer_127.jpg,500,333,boxer,329,108,415,182
boxer_128.jpg,500,333,boxer,87,205,174,311
boxer_129.jpg,500,333,boxer,229,128,289,177
boxer_13.jpg,333,500,boxer,125,92,236,211
boxer_130.jpg,500,375,boxer,95,1,390,245
boxer_131.jpg,333,500,boxer,36,40,192,216
boxer_132.jpg,500,309,boxer,193,37,414,261
boxer_133.jpg,500,368,boxer,102,104,344,278
boxer_134.jpg,375,500,boxer,17,82,291,375
boxer_135.jpg,500,375,boxer,86,9,412,308
boxer_136.jpg,375,500,boxer,63,266,162,352
boxer_137.jpg,500,375,boxer,87,51,366,302
boxer_138.jpg,375,500,boxer,44,49,269,236
boxer_139.jpg,500,375,boxer,175,158,279,282
boxer_14.jpg,500,333,boxer,240,77,353,186
boxer_140.jpg,500,375,boxer,92,65,340,278
boxer_141.jpg,500,309,boxer,89,49,292,172
boxer_142.jpg,500,375,boxer,165,114,343,258
boxer_143.jpg,500,375,boxer,56,32,391,321
boxer_144.jpg,500,375,boxer,121,54,235,146
British_Shorthair_10.jpg,233,350,british_shorthair,83,29,197,142
British_Shorthair_100.jpg,500,332,british_shorthair,201,60,348,213
British_Shorthair_101.jpg,500,333,british_shorthair,261,87,371,196
British_Shorthair_102.jpg,500,333,british_shorthair,203,7,343,159
British_Shorthair_103.jpg,500,333,british_shorthair,108,149,199,229
British_Shorthair_104.jpg,333,500,british_shorthair,70,21,331,282
British_Shorthair_105.jpg,500,333,british_shorthair,173,10,374,208
British_Shorthair_106.jpg,500,375,british_shorthair,203,59,375,223
British_Shorthair_107.jpg,500,333,british_shorthair,214,27,324,128
British_Shorthair_108.jpg,333,500,british_shorthair,99,33,239,179
British_Shorthair_109.jpg,500,375,british_shorthair,114,12,449,290
British_Shorthair_110.jpg,500,333,british_shorthair,126,40,411,256
British_Shorthair_111.jpg,375,500,british_shorthair,20,9,262,245
British_Shorthair_112.jpg,500,375,british_shorthair,185,51,325,184
British_Shorthair_113.jpg,457,500,british_shorthair,223,179,322,284
British_Shorthair_114.jpg,328,500,british_shorthair,70,77,324,319
British_Shorthair_115.jpg,423,500,british_shorthair,47,108,362,384
British_Shorthair_116.jpg,500,500,british_shorthair,131,80,432,366
British_Shorthair_117.jpg,500,375,british_shorthair,178,107,294,223
